mot_vedette,prononciation,catégorie_grammaticale,ex_wol,ex_fra
jékki,ɟek:i,,,
jékki,[ɉek:i],verbe,,
jékki-jékki,ɟek:iɟek:i,,,
jékkiji,ɟek:iji,,,
jekk-jekkal,ɟɛkᵊɟɛk:ɐl,,,
jekku,ɟɛk:u,,,
jekku,[ɉek:u],verbe,,
jél,ɟel,,,
jël,ɟəl,,,
jël,[ɉəl],verbe,,
jélaate,ɟela:tɛ,,,
jëlaate,ɟəla:tɛ,,,
jéle,ɟelɛ,,,
jële,ɟəlɛ,,,
jéli,ɟeli,,,
jéll,ɟelᵊ,,,
jéll,[ɉel:],nom,,
jéll,[ɉel:],verbe,,
jéllale,ɟel:ɐlɛ,,,
jélloo,ɟel:ɔ:,,,
jëlsi,,,,
jém,ɟem',,,
jëm,ɟəm',,,
jëm,[ɉəm],verbe,,
jëmale,ɟəmɐlɛ,,,
jémantal,ɟemɐntɐl,,,
jëmb,ɟəmbᵊ,,,
jëmbat,ɟəmbɐt',,,
jembe,ɟɛmbɛ,,,
jëmbët,ɟəmbət',,,
jëmbët,[ɉəmbət],verbe,,
jëme,ɟəmɛ,,,
jëm-kanam,ɟəmkɐnɐm',,,
jëmm,ɟəmᵊ,,,
jëmm,[ɉəm:],nom,,
jëmmal,ɟəm:ɐl,,,
jëmmental,ɟəm:ɛntɐl,,,
jëmmentu,ɟəm:ɛntu,,,
jëmmu-jamono,ɟəm:uɟɐmɔnɔ,,,
jëmsi,,,,
jëm-si-yàlla,ɟəmsijal:ɐ,,,
jëmu,ɟəmu,,,
jeñ,ɟɛɲ',,,
jén,ɟen',,,
jéñ,ɟeɲ',,,
jën,ɟən',,,
jën,[ɉən],nom,,
jëñ,ɟəɲ',,,
jeñax,ɟɛɲɐx,,,
jéñax,ɟeɲɐx,,,
jénd,ɟendᵊ,,,
jënd,ɟəndᵊ,,,
jeneen,,,,
jeneer,ɟɛnɛ:r,,,
jeng,ɟɛngᵊ,,,
jéng,ɟengᵊ,,,
jéng,[ɉeŋg],verbe,,
jengu,ɟɛngu,,,
jenj,ɟɛnɟᵊ,,,
jenn,,,,
jën-weex,ɟənwɛ:x,,,
jépp,,,,
jëpp,ɟəpʰ,,,
jéppën,ɟep:ən',,,
jëppet,ɟəp:ɛt',,,
jëppet /né/,[ɉəp:et],coverbe,,
jéppi,ɟep:i,,,
jéppi,[ɉep:i],verbe,,
jëppit,,,,
jeqi,ɟɛqi,,,
jeqi,[ɉeqi],verbe,,
jér,ɟer,,,
jër,ɟər,,,
jëré-jëf,[ɉəreɉəf],interjection,,
jërëjëf,ɟərəɟəf,,,
jéri,ɟeri,,,
jéri,[ɉeri],verbe,,
jeriñ,,,,
jëriñ,,,,
jériñoo,ɟeriɲɔ:,,,
jermel,ɟɛrmɛl,,,
jérr,ɟérᵊ,,,
jérr,[ɉer:],coverbe,,
jërr,[ɉər:],coverbe,,
jétaay,ɟeta:j,,,
jétur,ɟetur,,,
jëw,ɟəw,,,
jëw,[ɉəw],verbe,,
jëwriñ,,,,
jëxéeru,ɟəxe:ru,,,
jëxëm,,,,
jey,,,,
jéy,ɟej,,,
jëyy,,,,
jéyya,ɟej:ɐ,,,
jëyya,ɟəj:ɐ,,,
ji,ɟi,,,
ji,[ɉi],verbe,,
jib,ɟib',,,
jib,[ɉib],verbe,,
jiba,ɟibɐ,,,
jiba,[ɉibʌ],nom,,
jibar,jibɐr,,,
jibar,[ɉibʌr],nom,,
jidda,,,,
jif,ɟif,,,
jig,ɟig',,,
jig,[ɉig],verbe,,
jigadi,ɟigɐdi,,,
jige,ɟigɛ,,,
jige,[ɉige],verbe,,
jigéen,ɟige:n',,,
jigéen,[ɉige:n],nom,,
jigéenu-biir,ɟige:nubi:r,,,
jigéenu-wéru,ɟige:nuweru,,,
jigéenu-wérul,ɟige:nuwerul,,,
jii,,,,
jiib,ɟi:,,,
jiin,ɟi:n',,,
jiiñ,ɟi:ɲ',,,
jiiñ,[ɉi:ɲ],verbe,,
jiir,,,,
jiit,ɟi:t',,,
jiit,[ɉi:t],nom,,
jiit,[ɉi:t],verbe,,
jiital,ɟi:tɐl,,,
jiital,[ɉi:tʌl],verbe,,
jiite,ɟi:tɛ,,,
jiité,[ɉi:te],verbe,,
jiitle,ɟi:tlɛ,,,
jiitlu,,,,
jiitu,ɟi:tu,,,
jiitu,[ɉi:tu],verbe,,
jiix,ɟi:x,,,
jiix,[ɉi:x],verbe,,
jiixaatu,ɟi:xa:tu,,,
jikkat,,,,
jikko,ɟik:ɔ,,,
jikkowoo,ɟik:ɔwɔ:,,,
jimaamu,ɟima:mu,,,
jimbayti,,,,
jimbi,,,,
jimeet,ɟimɛ:t',,,
jiméet,ɟime:t',,,
jiñ,,,,
jinap,,,,
jinar,,,,
jinax,ɟinɐx,,,
jinax,[ɉinʌx],nom,,
jiñax,ɟiɲɐx,,,
jinikal,ɟinikɐl,,,
jinjeer,ɟiɲɟɛ:r,,,
jinjéer,ɟiɲɟe:r,,,
jinne,ɟin:ɛ,,,
jinné,[ɉin:e],nom,,
jinnegu,,,,
jiŋeet,ɟiŋɛ:t',,,
jipp,,,,
jippayni,,,,
jir,ɟir,,,
jirim,ɟirim',,,
jis,,,,
jitte,,,,
jiwoo,,,,
jiwu,ɟiwu,,,
jiwu,[ɉiwu],nom,,
jiwub-góor,ɟiwubgo:r,,,
jiwub-jigéen,ɟiwubɟige:n',,,
jiy,,,,
jiyaar,ɟija:r,,,
job,,,,
joba,,,,
jóbb,,,,
jobbal,,,,
jodd,ɟɔdᵊ,,,
jódd,,,,
jodd /né/,[ɉɔd:],coverbe,,
jof,ɟɔf,,,
jog,ɟɔg',,,
jóg,ɟog',,,
jóg,[ɉog],verbe,,
jogaraade,ɟɔgɐra:dɛ,,,
joge,ɟɔgɛ,,,
jóge,ɟogɛ,,,
jógé,[ɉoge],verbe,,
joggati,,,,
jógge,,,,
jogget,,,,
joggi,ɟɔg:i,,,
joggi,[ɉɔg:i],verbe,,
jogomaay,,,,
jógtee,ɟogtɛ:,,,
jogu,,,,
jógu,,,,
joj,,,,
joju,,,,
jokk,ɟɔkʰ,,,
jokkalante,ɟɔk:ɐlɐntɛ,,,
jokkale,ɟɔk:ɐlɛ,,,
jokkoo,ɟɔk:ɔ:,,,
jol,,,,
jolak,,,,
jolal,,,,
jóli,,,,
jollasante,ɟɔl:ɐsɐntɛ,,,
jolli,ɟɔl:i,,,
jolof,ɟɔlɔf,,,
jolof,[ɉɔlɔf],nom,,
jolu,ɟɔlu,,,
jolu,[ɉɔlu],verbe,,
jom,ɟɔm',,,
jom,[ɉɔm],nom,,
jomb,ɟɔmbᵊ,,,
jomb,[ɉɔmb],verbe,,
jombale,,,,
jombaxtal,,,,
jombos,ɟɔmbɔs,,,
jombu,,,,
jomeet,,,,
jomlu,,,,
jomlu,[ɉɔmlu],verbe,,
jomm,ɟɔmᵊ,,,
jommal,ɟɔm:ɐl,,,
jommi,ɟɔm:i,,,
jommi,[ɉɔm:i],verbe,,
jomp,ɟɔmpʰ,,,
joñ,ɟɔɲ',,,
joñ,[ɉɔɲ],verbe,,
jong,ɟɔŋgᵊ,,,
jong,[ɉɔŋg],verbe,,
jongal,,,,
jongama,ɟɔŋgɐmɐ,,,
jongama,[ɉɔŋgʌmʌ],nom,,
jongama,[ɉɔŋgʌmʌ],verbe,,
jóngél,,,,
jongoma,,,,
jonj,ɟɔɲɟ,,,
jonj,[ɉɔŋɉ],verbe,,
jonjante,ɟɔɲɟɐntɛ,,,
jonkan,ɟɔŋkɐn',,,
jonkon,ɟɔŋkɔn',,,
jonkon,[ɉɔŋkɔn],nom,,
jonkon,[ɉɔŋkɔn],verbe,,
jonn,ɟɔnᵊ,,,
jonnay,,,,
jonqóob,ɟɔNqo:b',,,
jonqóob,[ɉɔŋqo:b],nom,,
joŋante,ɟɔŋɐntɛ,,,
joŋe,ɟɔŋɛ,,,
joo,,,,
jóo,ɟo:,,,
joob,,,,
jóob,,,,
joobe,ɟɔ:bɛ,,,
jóoke,ɟo:kɛ,,,
joola,[ɉɔ:lʌ],nom,,
joolaa,ɟɔ:la:,,,
jóolóoli,ɟo:lo:li,,,
jóolóoli,[ɉo:lo:li],nom,,
joom,,,,
joon,,,,
jóoñ,ɟo:ɲ',,,
jooni,,,,
jóoni,,,,
jóop,,,,
joor,ɟɔ:r,,,
joor,[ɉɔ:r],nom,,
jóor,ɟo:r,,,
jóor,[ɉo:r],verbe,,
joor-joor,ɟɔ:rɟɔ:r,,,
joos,ɟɔ:s,,,
joosukaay,ɟɔ:suka:j,,,
joot,,,,
joote,ɟɔ:tɛ,,,
joow,ɟɔ:w,,,
joow,[ɉɔ:w],nom,,
joow,[ɉɔ:w],verbe,,
joowaanu,,,,
joowu,ɟɔ:wu,,,
jóox,,,,
jooxe,,,,
jooy,ɟɔ:j,,,
jooy,[ɉɔ:j],nom,,
jooy,[ɉɔ:j],verbe,,
jooyantu,ɟɔ:jɐntu,,,
jooy-jooylu,ɟɔ:jɟɔ:jlu,,,
jooykat,,,,
jooylu,,,,
jooyoo,ɟɔ:jɔ:,,,
jooysi,,,,
jooytu,ɟɔ:jtu,,,
jop,,,,
jópp,ɟopʰ,,,
joqalante,ɟɔqɐlɐntɛ,,,
joqarbi,ɟɔqɐrbi,,,
jos,ɟɔs,,,
jot,ɟɔt',,,
jot,[ɉɔt],nom,,
jot,[ɉɔt],verbe,,
jotaay,,,,
jotadi,,,,
jotale,,,,
jote,ɟɔtɛ,,,
jote,[ɉɔte],nom,,
jote,[ɉɔte],verbe,,
joti,,,,
jotle,,,,
jottal,,,,
jottali,ɟɔt:ɐli,,,
jottali,[ɉɔt:ʌli],verbe,,
jox,ɟɔx,,,
jox,[ɉɔx],verbe,,
jóx,,,,
joxante,,,,
joxe,ɟɔxɛ,,,
joxoñ,ɟɔxɔɲ',,,
joxoñ,[ɉɔxɔɲ],verbe,,
joxoñukaay,ɟɔxɔɲuka:j,,,
joy,ɟɔj,,,
joy,[ɉɔj],verbe,,
joyyanti,ɟɔj:ɐnti,,,
ju,ɟu,,,
jub,ɟub',,,
jub,[ɉub],verbe,,
jubadi,ɟubɐdi,,,
jubadi-loxo,ɟubɐdilɔxɔ,,,
jubal,ɟubɐl,,,
jubal,[ɉubʌl],verbe,,
jubale,ɟubɐlɛ,,,
jubale,[ɉubʌle],verbe,,
jubb,ɟubᵊ,,,
jubb,[ɉub:],nom,,
jubbanti,ɟub:ɐnti,,,
jub-loxo,ɟublɔxɔ,,,
jublu,ɟublu,,,
juboo,ɟubɔ:,,,
jubóo,,,,
jubóo,[ɉubo:],verbe,,
jubtukaay,,,,
jubu,ɟubu,,,
jubu,[ɉubu],verbe,,
judd,,,,
juddoo,ɟud:ɔ:,,,
juddóo,,,,
juddu,ɟud:u,,,
juddu,[ɉud:u],nom,,
juddu,[ɉud:u],verbe,,
juddulu,,,,
judduwaale,ɟud:uwa:lɛ,,,
judduwaale,jud:uwa:lɛ,nom,,
judduwaale,,verbe,,
judduwaat,,,,
jug,ɟug',,,
juge,ɟugɛ,,,
jukk,ɟukʰ,,,
jukkandi,ɟuk:ɐndi,,,
jukkat,,,,
jukki,ɟuk:i,,,
jukki,[ɉuk:i],nom,,
jukki,[ɉuk:i],verbe,,
jula,ɟulɐ,,,
jula,[ɉulʌ],verbe,,
jullee,ɟul:ɛ,,,
julleti,,,,
julli,ɟul:i,,,
julli,[ɉul:i],nom,,
julli,[ɉul:i],verbe,,
jullit,ɟul:it',,,
jullit,[ɉul:it],nom,,
jullite,ɟul:itɛ,,,
jullité,[ɉul:ite],adjectif,,
julo,,,,
jum,ɟum',,,
jum,[ɉum],nom,,
jumaa,ɟuma:,,,
jumaa,[ɉuma:],nom,,
jumaay,[ɉuma:j],nom,,
jumbax,ɟumbɐx,,,
jumbax,[ɉumbʌx],nom,,
jumbux,ɟumbux,,,
jumbux,[ɉumbux],nom,,
jumeet,ɟumɛ:t',,,
jummi,[ɉum:i],,,
jumtukaay,ɟumtuka:j,,,
jumtukaay,[ɉumtuka:j],nom,,
jumtuwaay,,,,
juñ,ɟuɲ',,,
junga,,,,
junj,ɟuɲɟᵊ,,,
junj,[ɉuŋɉ],verbe,,
junjuŋ,ɟuɲɟuŋ',,,
junki,ɟuŋki,,,
junki,[ɉuŋki],verbe,,
junne,ɟun:ɛ,,,
junne,[ɉun:e],numéral,,
junni,ɟun:i,,,
junni,[ɉun:i],nom,,
junni,[ɉun:i],numéral,,
junqóob,ɟuNqo:b',,,
junqóob,[ɉuŋqo:b],nom,,
juppi,,,,
jur,ɟur,,,
jur,[ɉur],nom,,
jur,[ɉur],verbe,,
juróom,ɟuro:m',,,
juróom,[ɉuro:m],numéral,,
juróomeel,ɟuro:mɛ:l,,,
jutt,,,,
juube,,,,
juug,ɟu:g',,,
juug,[ɉu:g],nom,,
juug,[ɉu:g],verbe,,
juugal,ɟu:gɐl,,,
juuge,ju:gɛ,,,
juugu,ɟu:gu,,,
juum,ɟu:m',,,
juum,[ɉu:m],verbe,,
juuñ,,,,
juun-juuni,ɟu:nɟu:ni,,,
juun-juuni,[ɉu:nɉu:ni],verbe,,
juunu,ɟu:nu,,,
juunuunu,ɟu:nu:nu,,,
juuti,ɟu:ti,,,
juutu,ɟu:tu,,,
juux,ɟu:x,,,
juuy,ɟu:j,,,
juuy,[ɉu:j],nom,,
juuy,[ɉu:j],verbe,,
juuyale,ɟu:jɐlɛ,,,
juuyaloo,ɟu:jɐlɔ:,,,
juuyoo,ɟu:jɔ:,,,
juuyóo,[ɉu:jo:],verbe,,
juy,ɟuj,,,
ka,kɐ,,,
kaab,ka:b',nom,,
kaaba,[ka:bʌ],nom,,
kaabaab,ka:ba:p',nom,,
kaabar,ka:bɐr,nom,,
kaaf,[ka:f],nom,,
kaaf,[ka:f],verbe,,
kaafiruuna,ka:firu:nɐ,nom,,
kaaja,ka:ɟɐ,nom,,
kaaje,ka:jɛ,,,
kaajey,ka:jɛy,,,
kaake,ka:kɛ,nom,,
kaala,,,,
kaala,[ka:lʌ],nom,,
kaala,[ka:lʌ],verbe,,
kaalawu,kɐ:lɐwu,verbe,,
kaam,ka:m,,,
kaama,ka:mɐ,nom,,
kaamil,[ka:mil],nom,,
kaamir,ka:mir,adjectif,,
kaamir,ka:mir,nom,,
kaamir,[ka:mir],verbe,,
kaampaañ,ka:mpa:ɲ',verbe,,
kaañ,ka:ɲ,,,
kaani,[ka:ni],nom,,
kaani-salaat,ka:nisɐla:t',nom,,
kaaŋ,[ka:ŋ],nom,,
kaaŋ-foore,ka:ŋfɔ:rɛ,nom,,
kaar,ka:r,,,
kaar,[ka:r],interjection,,
kaar,ka:r,nom,,
kaaraange,ka:ra:ngɛ,nom,,
kaare,ka:rɛ,,,
kaare,ka:rɛ,nom,,
kaari-kaari,ka:rika:ri,,,
kaarite,ka:rite,,,
kaarite,ka:ritɛ,nom,,
kaarité,[ka:rite],nom,,
kaas,ka:s,,,
kaas,[ka:s],nom,,
kaas,ka:s,verbe,,
kaasamaas,[ka:sʌma:s],nom,,
kaasu,kɐ:su,,,
kaata,ka:tɐ,verbe,,
kaaw,ka:w,verbe,,
kaawtéef,ka:wte:f,,,
kaay,[ka:j],verbe,,
kaaη,ka:ŋ',nom,,
kabb,kɐb:ᵊ,nom,,
kàbbar,kabbɐr,,,
kàbbar,[kab:ʌr],verbe,,
kabine,kɐbinɛ,nom,,
kabine,kɐbinɛ,verbe,,
kabiné,[kʌbine],nom,,
kàcc,[kac:],nom,,
kàcc,kac:ʰ,verbe,,
kàcci,[kac:i],verbe,,
kàcciri,[kac:iri],nom,,
kàcciri,[kac:iri],verbe,,
kàccoor,kac:o:r,nom,,
kaco-kaco,kɐcɔkacɔ,,,
kàdd,[kad:],nom,,
kàddaar,kadda:r,,,
kàddir,[kad:ir],nom,,
kadd-kaddi,kɐddəkɐddi,,,
kadd-kaddi,kɐddəkɐddi,verbe,,
kàdd /né/,[kad:],coverbe,,
kàddu,,,,
kàddu,[kad:u],nom,,
kaf,[kʌf],nom,,
kaf,[kʌf],verbe,,
kafceer,kɐfcɛ:r,nom,,
kafe,[kʌfe],nom,,
kàggu,[kag:u],nom,,
kajj,kɐj:ᵊ,nom,,
kajj,kɐj:ᵊ,verbe,,
kàjj,kajj,,,
kajoor,[kʌɉɔ:r],nom,,
kakatar,kɐkɐtɐr,nom,,
kàkk,kakk,,,
kàkkatar,kakkɐtɐr,nom,,
kal,kɐl,nom,,
kala,kɐlɐ,nom,,
kalaame,[kʌla:me],verbe,,
kalaas,kɐla:s,nom,,
kalamba,kɐlɐmbɐ,nom,,
kale,kɐlɛ,,,
kaliirubët,kɐli:rubət,,,
kalisoŋ,kɐlisɔŋ',nom,,
kal-kali,[kʌlkʌli],verbe,,
kàll,kal:ᵊ,nom,,
kàllaama,kal:a:mɐ,nom,,
kallentaan,[kʌl:enta:n],nom,,
kàlloor,kal:o:r,nom,,
kalluur,kɐl:u:r,,,
kàlluur,kal:u:r,nom,,
kalpe,kɐlpɛ,nom,,
kalu,kɐlu,,,
kama,kɐmɐ,,,
kamaate,[kʌma:te],nom,,
kamaj,kɐmɐɟ',verbe,,
kamaj /né/,[kʌmʌɉ],coverbe,,
kàmb,[kamb],nom,,
kamisol,[kʌmisɔl],nom,,
kamkamal,kɐmkɐmɐl,,,
kàmmaate,kamma:tɛ,nom,,
kàmp,[kamp],nom,,
kan,kɐn,,,
kan,[kʌn],nom,,
kañ,[kʌɲ],,,
kañ,kɐɲ',nom,,
kañ,kɐɲ,verbe,,
kaña,kɐɲɐ,,,
kaña,[kʌɲʌ],nom,,
kañaan,[kʌɲa:n],nom,,
kanaara,kɐna:rɐ,nom,,
kanam,kɐnɐm',,,
kanam,[kʌnʌm],nom,,
kancooli,kɐnco:li,nom,,
kànd,kandə,,,
kàndaama,[kanda:mʌ],nom,,
kàndaama,[kanda:mʌ],verbe,,
kandaŋ,kɐndɐŋ',nom,,
kàndaη,,,,
kàndiŋ,kandiŋ',nom,,
kàngam,[kangʌm],nom,,
kàngamboo,kangɐmbo:,,,
kànja,[kaɲɉʌ],nom,,
kànkataŋ,kankɐtɐŋ,,,
kànkuraŋ,[kaŋkurʌŋ],nom,,
kaññaan,kɐɲ:a:n',nom,,
kaññaan/ kañaan (amd),kɐɲ:a:n',nom,,
kànnaar,,,,
kànnaar,[kan:a:r],nom,,
kannasu,kɐnnɐsu,,,
kannax,kɐnnɐx,nom,,
kañu,kɐɲu,verbe,,
kàŋŋaar,kaŋŋa:r,,,
kapp,kɐp:ʰ,,,
kàpp,kap:ʰ,nom,,
kàpparñi,,,,
kàpparñi,kap:ɐrɲi,nom,,
kàppiteen,,,,
kàppot,kap:ɔt',nom,,
kaq,kɐq',nom,,
kar,[kʌr],verbe,,
karaas,kɐra:s,nom,,
karaj,kɐrɐɟ',verbe,,
karas,kɐrɐs,nom,,
karaw,,,,
karaw,kɐrɐw,nom,,
kari,kɐri,nom,,
karim,kɐrim,,,
karjaag,kɐrja:g,,,
kar-kar,kɐrkɐr,nom,,
karmat,kɐmɐt,,,
karmat,[kʌrmʌt],verbe,,
karnaat,kɐrna:t',nom,,
karoot,[kʌrɔ:t],nom,,
kartoŋ,,,,
kartoŋ,kɐrtɔŋ',nom,,
karwaat,kɐrwa:t',nom,,
karwaatu,kɐrwa:tu,verbe,,
kasag,[kʌsʌg],nom,,
kasag,[kʌsʌg],verbe,,
kasara,kɐsɐrɐ,nom,,
kas-kas,kɐskɐs,verbe,,
kaso,[kʌsɔ],nom,,
kaste,kɐstɛ,verbe,,
kastiloor,[kʌstilɔ:r],nom,,
kat,kɐt',,,
kat,[kʌt],conjonction,,
katab,kɐtɐb',verbe,,
katakayna,,,,
katakayna,kɐtɐkɐynɐ,adjectif,,
katam,kɐtɐm,,,
kat-kati,kɐtkɐti,,,
kat-kati,kɐtkɐti,verbe,,
katolig,kɐtɔlik',nom,,
katt,kɐt:ʰ,nom,,
kàttan,[kat:ʌn],nom,,
kàttit,kat:it',verbe,,
kaw,kɐw,,,
kaw,kɐw,nom,,
kawar,,,,
kawar,[kʌwʌr],nom,,
kawas,[kʌwʌs],nom,,
kawasu-séy,,,,
kawasu-sëy,kɐwɐsusəj,nom,,
kawdir,[kʌwdir],nom,,
kawe,kɐwɛ,adjectif,,
kaw-kaw,kɐwkɐw,nom,,
kay,kɐy,,,
kay,[kʌj],conjonction,,
kayit,[kʌjit],nom,,
kayitloo,[kʌjitlɔ:],verbe,,
kaykay,kɐjkɐj,verbe,,
ke,,,,
kebale,kɛbɐlɛ,verbe,,
kebaloo,kɛbɐlɔ:,verbe,,
kebatu,kɛbɐtu,verbe,,
kebet,kɛbɛt,,,
kebetu,kɛbɛtu,verbe,,
këc,kəc,,,
këcc,kəcc,,,
këcc,[kəc:],coverbe,,
keccax,kɛc:ɐx,nom,,
kecco,kɛccɔ,,,
këccu,[kəc:cu],nom,,
këdd,kəd:ᵊ,verbe,,
këddë,[kəd:ə],nom,,
këddë,[kəd:ə],verbe,,
kee,ke:,,,
keef,kɛ:f,adjectif,,
keemaado,,,,
kéemaan,ke:ma:n,nom,,
keeseem,kɛ:sɛ:m',nom,,
kéewnga,ke:wnga,nom,,
këf,kəf,,,
këf,[kəf],nom,,
këf,[kəf],verbe,,
këfal,kəfɐl,,,
këfin,kəfin,,,
këj,,,,
kekk,[kek:],nom,,
kekkanto,kɛk:ɐntɔ,adjectif,,
kekku,kɛk:u,adjectif,,
kel,[kel],nom,,
këlëb,,,,
kelifa,[kelifʌ],nom,,
kélifa,kelifɐ,nom,,
kelkeli,kɛlkɛli,,,
këll,kəllə,,,
këll,[kəl:],coverbe,,
këll,[kəl:],nom,,
Këll,kələl,nom,,
kem,kɛm,,,
kemb,[kemb],nom,,
kéméj,kɛmɛj,nom,,
këmëx,[kəməx],nom,,
këmëx,[kəməx],verbe,,
kemtalaay,kɛmtɐla:j,nom,,
kën,kən,,,
keñaagu,kɛɲa:gu,verbe,,
kend,kɛndᵊ,nom,,
keneen,kɛnɛ:n,,,
kenkelibaa,kɛnkɛliba:,nom,,
kenkiliba,[keŋkilibʌ],nom,,
kenn,kɛn:ᵊ,,,
kenneef,kɛn:ɛ:f,nom,,
këntu,kəntu,verbe,,
kenu,kɛnu,nom,,
kënu,,,,
këŋ,kəŋə,,,
këŋŋ,kəŋŋə,,,
këŋŋ,[kəŋ:],coverbe,,
keŋŋ /né/,[keŋ:],coverbe,,
kepp,kɛp:ʰ,,,
kepp,[kep:],adverbe,,
kepp,[kep:],verbe,,
képp,keppə,,,
këpp,[kəp:],verbe,,
keppaar,[kep:a:r],nom,,
këppëtal,kəppətɐl,nom,,
kepp-kooy,kɛp:əko:y,nom,,
keppu,kɛp:u,adjectif,,
keppu,[kep:u],nom,,
këppu,kəppu,,,
ker,[ker],nom,,
kër,[kər],nom,,
kera,kɛrɐ,nom,,
kerag,kɛrɐk',nom,,
kërale,kəralɛ,nom,,
kërëb-kërëbi,kərəbᵊkərəbi,verbe,,
këriis,,,,
këriñ,[kəriɲ],nom,,
ker-kepp,kɛrkɛp:ᵊ,nom,,
kër-kër,kərᵊkər,verbe,,
kër-këri,kərᵊkəri,verbe,,
keroog,[kerɔ:g],adverbe,,
keroog,kɛrɔ:k',nom,,
kersa,[kersʌ],nom,,
këruus,kəru:s,adjectif,,
kes,[kes],interjection,,
kes,kɛs,nom,,
kese,kɛsɛ,,,
kësit,kəsit,nom,,
keteraan,kɛtɛra:n',,,
keteraan,kɛtɛra:n,nom,,
këtt,kəttə,adjectif,,
këtt,kəttə,verbe,,
ketto,kɛt:ɔ,adjectif,,
këttu,kət:u,verbe,,
kew,[kew],nom,,
këwdiir,,,,
këwdiir,kəwdi:r,nom,,
kéwél,[kewel],nom,,
këwél,kəxel,nom,,
keww,kɛww,,,
keww /né/,[kew:],coverbe,,
këx,,,,
këyit,kəjit,nom,,
këyitloo,kəyitlɔ:,,,
ki,ki,,,
kibaaro,kiba:rɔ,,,
kidd,kiddə,nom,,
kifin,kifin,,,
kii,ki:,,,
kiir,ki:r,nom,,
kiiraay,ki:ra:y,nom,,
kiis,ki:s,,,
kilifa,[kilifʌ],nom,,
kilifteef,kiliftɛ:f,nom,,
kiliyaan,[kilija:n],nom,,
kilo,lilɔ,nom,,
kiló,[kilo],nom,,
kilomeet,,,,
kilomet,[kilɔmet],nom,,
kiloot,,,,
kimmi,kimmi,verbe,,
kiñaan,kiɲa:n,nom,,
kinkilibaa,kiŋkiliba:,nom,,
kiññaan,kiɲ:a:n,nom,,
kirintiŋ,kiriŋtiŋ,nom,,
kirtim,kirtim,,,
kirtindiŋ,kirtiŋdiŋ,nom,,
ko,kɔ,,,
kobos,kɔbɔs,verbe,,
kocc,kɔcc,,,
kocc,kɔc:ʰ,verbe,,
kócc,kɔc:ʰ,nom,,
koddaay,kɔd:a:j,nom,,
koddal,kɔd:ɐl,verbe,,
kodiwaar,[kɔdiwa:r],nom,,
kof,kɔf,verbe,,
kof-kofi,[kɔfkɔfi],verbe,,
kogg,kɔg:ᵊ,nom,,
koj,kɔc',verbe,,
kojór,koɟor,nom,,
kok,kɔk',nom,,
kokkali,kɔk:ɐli,verbe,,
koko,,,,
kokombar,kɔkɔmbɐr,nom,,
kol,[kɔl],nom,,
kolkolaat,kɔlkɔla:t,nom,,
koll,[kɔl:],nom,,
kollëre,kol:əre,nom,,
kóllëré,[kol:əre],nom,,
kolloor,kol:o:r,nom,,
kolooj,[kɔlɔ:ɉ],verbe,,
kolorokin,,,,
kolu,[kɔlu],verbe,,
komaase,[kɔma:se],verbe,,
kómbin,,,,
komborko,kɔmbɔrkɔ,nom,,
kom-ka,[kɔmkʌ],conjonction,,
kon,kɔn,,,
kon,[kɔn],conjonction,,
koñ,[kɔɲ],nom,,
kondoroη,,,,
kongassaane,kɔŋgɐs:a:nɛ,nom,,
kontaan,kɔnta:n,adjectif,,
kontaan,[kɔnta:n],verbe,,
kontaante,kɔnta:ntɛ,,,
kontar,[kɔntʌr],verbe,,
kontër,,,,
kontine,[kɔntine],,,
koŋ,kɔŋ',,,
koŋŋ,kɔŋ:ə,,,
koŋŋ,[kɔŋ:],coverbe,,
koo,kɔ:,,,
kooba,kɔ:bɐ,nom,,
koog,[kɔ:g],nom,,
kooka,kɔ:kɐ,,,
kooku,kɔ:ku,,,
kookule,kɔ:kulɛ,,,
koolute,kɔ:lutɛ,nom,,
koom,ko:m,nom,,
koom-koom,kɔ:m'kɔ:m,nom,,
koon,[ko:n],conjonction,,
kooni,ko:ni,nom,,
kooñoor,kɔ:ɲɔ:r,nom,,
koonte,[kɔ:nte],conjonction,,
koor,[kɔ:r],nom,,
kooy,kɔ:y,nom,,
kopp,kɔp:ə,nom,,
koppar,kɔppɐr,nom,,
koppartu,kɔp:ɐrtu,verbe,,
koppe,[kɔp:e],nom,,
kopperatif,[kɔp:erʌtif],nom,,
koppin,kɔp:in,nom,,
kor,kɔr,,,
kor,[kɔr],interjection,,
kor,[kɔr],nom,,
kori,[kɔri],nom,,
korite,[kɔrite],nom,,
korneel,,,,
kort,[kɔrt],nom,,
kort,[kɔrt],verbe,,
kos,kɔs,nom,,
kos,kɔs,verbe,,
kóstim,,,,
kot,kɔt',verbe,,
koti,kɔti,nom,,
kot-koti,[kɔtkɔti],verbe,,
kotom,kɔtɔm',adjectif,,
kotom,[kɔtɔm],verbe,,
kott,kɔt:ᵊ,,,
kott,[kɔt:],adverbe,,
kott,[kɔt:],verbe,,
kow,,,,
kow,[kɔw],nom,,
kowe,kɔwɛ,,,
kowe,[kɔwe],verbe,,
kow-kow,,,,
kow-kow,[kɔwkɔw],nom,,
kox-kox,kɔxkɔx,verbe,,
kox-koxi,kɔxkɔxi,verbe,,
koη,,,,
ku,ku,,,
