ID,Mot_Vedette,Prononciation,Catégorie_Grammaticale,Classe_Nominale,Sens_ID,Définition,Traduction_Française,Catégorie_Grammaticale_Traduction_Française_Mot_Vedette,Phrase_Illustration,Traduction_Française_Phrase_Illustration
lapto1,lapto,lɐptɔ,turu bokkaale,b-,lapto1_1,tekkil nit waxi keneen,interpréte,nom,lapto bi jiggéen la,L'interpréte est une fille.
làq1,làq,laq,waxe-jëfin,,làq1_1,def ko funu ko dul gis,Cacher,verbe,looy làq,Qu'est ce que tu caches.
laqarci1,laqarci,lɐqɐrci,waxe-jëfin,,laqarci1_1,dindi laq,Dérouler,verbe,demal sa baay laqarci ko,Vas voir ton père il va me le dérouler.
làqatu1,làqatu,laqɐtu,waxe-nekkin,,làqatu1_1,sàkku ci nit wale ci barab,Se cacher,verbe,demal làqatu si néeg bi,Vas te cacher dans la chambre.
laq-laqal1,laq-laqal,lɐqlɐqɐl,waxe-jëfin,,laq-laqal1_1,nëb dëgg,Cacher la réalité,verbe,amul luñul laq-laqal,Il y a rien à caché
làqu1,làqu,laqu,waxe-jëfin,,làqu1_1,sàkku si nit wala si barab,Se cacher,verbe,demal làqu si néeg bi,Vas te cacher dans la chambre.
lare1,lare,lɐrɛ,waxe-jëfin,,lare1_1,tegle,Prendre d'un coup plusieurs choses à la fois,verbe,banuy xuloo la lare egat yëpp,C'est quand on se disputait qu'il rafla toutes les billes.
larmet1,larmet,lɐrmɛt',turu bokkaale,b-,larmet1_1,li nuy tobbe ngir ji,Houe,nom,dina jënd larmet bu bees,J'achéterai une nouvelle houe.
las1,las,lɐs,waxe-nekkin,,las1_1,ku sonnu,Etre languissant,verbe,"mi ngi ne las, feebar bi moo ko sonal","Il est languissant, c'est la maladie qui le fatigue."
lasar1,lasar,lɐsɐr,waxe-nekkin,,lasar1_1,ku sonnu,Etre languissant,verbe,"mi ngi ne las, feebar bi moo ko sonal","Il est languissant, c'est la maladie qui le fatigue."
las-lasi1,las-lasi,lɐslɐsi,waxe-jëfin,,las-lasi1_1,di jeem loo mënnul,Se débrouiller tant bien que mal,verbe,dëkk bi dafa metti wante ma ngi las-lasi,Le pays est difficile mais je me débrouille tant bien que mal.
laso1,laso,lɐsɔ,waxe-jëfin,,laso1_1,weexaltaax yi,Enduire de chaux,verbe,këram gi lay laso,C'est sa maison qu'il enduit de chaux.
laso1,laso,lɐsɔ,turu bokkaale,b-,laso1_1,lu ñuy weexale taax yi,Chaux,nom,laso bi dafa jeex,Le chaux est terminé.
late1,late,lɐtɛ,turu bokkaale,,late1_1,lu weesu dayo,Présence excessive,nom,yëre bi dafa late,Cet habit connait une présence excessive.
law1,law,lɐw,waxe-jëfin,,law1_1,màggu lëwka,Croître en rampant,verbe,ñax bi day law,L'herbe croît en rampant.
law1,law,lɐw,turu bokkaale,g-,law1_1,xeetu garab,Pseudotolithus brachygnatus,nom,da ngay wutt reenu law,Tu dois chercher des racines de pseudotolithus brachygnatus.
lawax1,lawax,lɐwɐx,turu bokkaale,b-,lawax1_1,borom xam-xam bu ñuul,Savant en sciences ocultes,nom,lawax bi moo ñëw moo tax kër gi bari nit,C'est le savant en sciences ocultes qui est venu c'est pour cela il y a beaucoup de personnes.
lawax1,lawax,lɐwɐx,turu bokkaale,b-,lawax1_1,ku wara falu,Prétendant,nom,ku rafet kii mooy sama lawax,C'est ce joli garçon qui est mon prétendant.
lawbe1,lawbe,lɐwbɛ,turu bokkaale,b-,lawbe1_1,xeetu aal pulaar,Bûcheron,nom,boo bëgge bant demal ci lawbe yi,Si tu veux du bois vas voir les bucherons.
lawtan1,lawtan,lɐwtɐn,turu bokkaale,l-,lawtan1_1,ñax buy mag te du taxaw,Plante rampante,nom,seen dëkk bi bari na lawtan,Chez vous il y a beaucoup de plantes rampantes.
lax1,lax,lɐx,waxe-nekkin,,lax1_1,lu yendu si naaj,Être flétri,verbe,sa nawe bi dafa lax,Ton navet est flétri.
lax1,lax,lɐx,turu bokkaale,,lax1_1,,Gousse des légumineuses,nom,dindil lax yi,Enlèves les légumineuses.
laxaab1,laxaab,lɐxa:b,waxe-jëfin,,laxaab1_1,li ñuy def ci gémmiñu as ngir muy jàdd wala muy taxaw,Mettre le cors,verbe,subba su nekk day laab fasam,Chaque jour il met le mors de son cheval.
laxal1,laxal,lɐxɐl,waxe-jëfin,,laxal1_1,,Avoir la gueule de bois,verbe,li mu naan moo bëri moo tax muy laxal,Il a trop bu c'est pour cela il a la gueule de bois.
laxal1,laxal,lɐxɐl,waxe-jëfin,,laxal1_1,def dara mu lax,Faner,verbe,naaj bi da koy laxal,Le soleil va le faner.
laxas1,laxas,lɐxɐs,waxe-jëfin,,laxas1_1,lëmës dara,Enrouler,verbe,bu ko laxas ci kayit,Ne l'enroules pas dans du papier
laxas1,laxas,lɐxɐs,turu bokkaale,b-,laxas1_1,wërale dara ci dara,Cornet,nom,ñaari laxas kaani la,C'est deux cornets de piment
laxasaay1,laxasaay,lɐxɐsa:y,turu bokkaale,,laxasaay1_1,luñu laxasoo,Fait d'être emmitouflé,nom,ni nga bëgge laxasaay,Que tu aimes t'emmitoufler
laxasaayu1,laxasaayu,lɐxɐsa:yu,waxe-jëfin,,laxasaayu1_1,def jëfi laxasaay,S'emmitoufler,verbe,dafa laxasaayu,Il s'est emmitouflé
laxasoo1,laxasoo,lɐxɐsɔ:,waxe-jëfin,,laxasoo1_1,wërale dara sa bopp,Enrouler quelque sur soi,verbe,bañu gisante lañu laxasoo,Quand ils se sont rencontrés ils se sont enroulés.
laxasu1,laxasu,lɐxɐsu,waxe-nekkin,,laxasu1_1,li ñuy lëmës,S'enrouler,verbe,xar mi dafa laxasu,Le mouton s'est enroulé.
laxbàndu1,laxbàndu,lɐxbandu,waxe-nekkin,,laxbàndu1_1,,Se faire bercer,verbe,lutax nga koy laxbàndu,Pourquoi tu le berces.
laxu1,laxu,lɐxu,waxe-jëfin,,laxu1_1,root ak goj,Tirer un seau d'un puit sans poulie,verbe,dafa sonnu da doon laxu,"Elle est fatiguée, elle tirait le seau du puit sans poulie."
laxunde1,laxunde,lɐxundɛ,turu bokkaale,b-,laxunde1_1,,Produit de teinture,nom,demal nga jëndal ma laxunde bu baax,Vas m'acheter un bon produit de teinture.
lay1,lay,lɐy,waxe-jëfin,,lay1_1,wax ngir mucc,Argumenter,verbe,amul loo fiy lay,Tu n'as rien à argumenter.
lay1,lay,lɐy,waxe-jëfin,,lay1_1,taxale dara ci tame,Tamiser,verbe,dama doon lay ceeb bi,Je tamisais le riz.
lay1,lay,lɐy,turu bokkaale,w-,lay1_1,wax ngir firndeel dara,Prétexte,nom,sa lay wi gëmuma ko,Je ne croix pas à ton prétexte.
layaar1,layaar,lɐya:r,turu bokkaale,g-,layaar1_1,xeetu tengaade,Coiffure avec des feuilles de rônier,nom,ay layaar lanuy def,C'est des coiffures avec des feuilles de rôniers que nous allons faire
laye1,,,,,laye1_1,wax ngir kenn,Plaider,verbe,bul wax dare ma lay laye,Ne t'en fais pas je vais te plaider.
layoo1,layoo,lɐyɔ:,waxe-nekkin,,layoo1_1,wax ngir leeral mbir,Être en procés,verbe,subba damay layoo,Demain je serais en procés.
layoo1,layoo,lɐyɔ:,turu bokkaale,b-,layoo1_1,indi ay seede,Plaidoirie,nom,layoo bi yag na,La plaidoirie a duré.
laytaay1,laytaay,lɐyta:y,turu bokkaale,l-,laytaay1_1,li ñuy jiitale liir yi ngir mu nooy,Couches et langes de bébé,nom,laytaay yi laay foot,Je suis en train de laver les couches et langes.
laytan1,laytan,lɐytɐn,turu bokkaale,g-,laytan1_1,xeetu lekket,Calebasse de taille moyenne,nom,jox ma laytan gi,Donnes-moi la calebasse moyenne.
layu1,layu,lɐyu,turu bokkaale,b-,layu1_1,li ñuy jël ngir foof,Van,nom,jënd naa layu,J'ai acheté un van.
layy1,layy,lɐyyə,waxe-jëfin,,layy1_1,tëbb bu gaaw te laalu lo,Lestement,adverbe,dafa ne layy miir bi,Il a sauté lestement le mur
leb1,leb,lɛp,waxe-jëfin,,leb1_1,yObbu jëmm ñu topp la pay ci waxtaan,Contracter une dette,verbe,damay leb,Je vais contracter une dette.
lebal1,lebal,lɛbɐl,waxe-jëfin,,lebal1_1,jox nit bor,Donner à crédit,verbe,dama ko ko lebal,Je le lui ai donné à crédit.
leble1,leble,lɛblɛ,waxe-jëfin,,leble1_1,jox ko ci bor,Donner à crédit,verbe,da nga koy leble,Tu le donnes à crédit.
leeb1,leeb,le:p,turu bokkaale,b-,leeb1_1,ku yambar,Nochalant,nom,xale bi dafa leeb,Cet enfant est nochalant.
léeb1,léeb,le:p,waxe-jëfin,,léeb1_1,sos aw nettali ngir yar xale,Dire un conte,verbe,bala maa tëdd damay leeb,Avant de me coucher je dis un conte.
léebu1,léebu,le:bu,waxe-jëfin,,léebu1_1,wax ay kàddu yuñu leeralul jubluwaay ba,S'exprimer par des proverbes,verbe,sa yaay nimu mune léebu,Ma mère s'exprime bien par des proverbes.
léej1,léej,le:c,waxe-nekkin,,léej1_1,ku yamut,Être turbulant,verbe,sama doom ku léej la,Mon fils est turbulant.
leel1,leel,lɛ:l,waxe-jëfin,,leel1_1,dimbale nit ngir mu lekk,Aider une personne à manger,verbe,sama maam laa doon leel,C'est ma grand-mère que j'aidais à manger.
leel1,leel,lɛ:l,waxe-nekkin,,leel1_1,ku kawarug kanam bopp gu yéeg,Être chauve,verbe,sa xarit bi dafa leel,Ton ami est chauve.
leel1,leel,lɛ:l,waxe-jëfin,,leel1_1,jegal nit bu deful lu dul yoon,Pardonne-lui,verbe,leel ko du ko defati,"Pardonnes-lui, il ne va pas le refaire."
leel1,leel,lɛ:l,turu bokkaale,b-,leel1_1,karawug kanam bopp gu yéeg,Calvitie,nom,sa leel bi lay ree,Il rit de ta calvitie.
léem1,léem,le:m,waxe-jëfin,,léem1_1,,Entourer,verbe,ay kër a ko léem,Ce sont des maisons qui l'entourent.
léemaay1,léemaay,le:ma:y,waxe-jëfin,g-,léemaay1_1,ñaanu aar,Prière de protection,nom,léemaay gi ma sama baay jox moom laay def,Je fais la prière de protectionn que m'a donné mon père.
léemuwaay1,léemuwaay,le:muwa:y,waxe-jëfin,g-,léemuwaay1_1,ñaanu aar,Prière de protection,nom,léemuwaay gi ma sama baay jox moom laay def,Je fais la prière de protectionn que m'a donné mon père.
leeñ1,leeñ,lɛ:ɲ,turu bokkaale,m-,leeñ1_1,suuf su mokk ci benn barab,Grand trou,nom,demal sotti ko si leeñ mi,Vas le verser dans le grand trou.
leer1,leer,lɛ:r,waxe-nekkin,,leer1_1,fu nu def amug feeñ,Être éclairé,verbe,kër gi leer na,La maison est éclairée.
leer1,leer,lɛ:r,turu bokkaale,g-,leer1_1,amug feeñ,Lumière,nom,yokkal leer gi,Augmentes la lumière.
leeraay1,leeraay,lɛ:ra:y,turu bokkaale,g-,leeraay1_1,,Clarté,nom,leeraay gee leen di dax,C'est la clarté qui les fait fuire
leeral1,leeral,lɛ:rɐl,waxe-jëfin,,leeral1_1,def dara mu leer,Eclairer,verbe,leeral ma fii,Eclaires-moi ici.
leere1,leere,lɛ:rɛ,turu bokkaale,g-,leere1_1,wer wu feeñ di leeral,Clair de lune,nom,tey am na leere,Aujourd'hui il y a clair de lune.
leertu1,leertu,lɛ:rtu,waxe-jëfin,,leertu1_1,,Chasser des hérissons au clair de lune,verbe,banu daan leertu danu doon bari,"Quand on allait chasser des hérissons au clair de lune, on était nombreux."
lees1,lees,lɛ:s,turu bokkaale,b-,lees1_1,yaatuwaay ab piis,Largeur,nom,lees bi daa tuuti,La largeur est petite.
leew1,leew,lɛ:w,waxe-nekkin,,leew1_1,lu sedd,Etre strident,verbe,taabam dafa leew,Sa voix est stridente.
léewatoo1,léewatoo,le:watɔ:,waxe-jëfin,,léewatoo1_1,yOontuwanteg ay bër,Qui se cherchent,verbe,mbër ya ngi léewatoo,Les lutteurs se cherchent.
léewtoo1,léewtoo,le:wtɔ:,waxe-jëfin,,léewtoo1_1,yOontuwanteg ay bër,Qui se cherchent,verbe,mbër ya ngi léewatoo,Les lutteurs se cherchent.
leewu1,leewu,lɛ:wu,waxe-nekkin,,leewu1_1,fab xale,Porter dans ses bras,verbe,dafa leewu doom ji,Il a poté son fils dans ses bras.
lëf1,lëf,ləf,turu bokkaale,k-,lëf1_1,dara,Chose,nom,kay wax ma ak lëf,Viens me dire quelque chose.
lëf1,lëf,ləf,turu bokkaale,l-,lëf1_1,cérub jigéen bi ko worale ak gOor,Sexe de la femme,nom,nëbbal sa lëf li,Caches ton sexe.
lëg1,lëg,lək,turu bokkaale,g-,lëg1_1,njaa àll su am ay nopp yu gudd te mën daw,Lapin,nom,lëg gi lay rey,Il tue le lapin.
léget1,léget,legɛt',turu bokkaale,b-,léget1_1,gaañu bu wer am tërgën,Cicatrice,nom,sa léget bi rey na,Ta cicatrice est grande.
légét1,légét,lɛget,turu bokkaale,b-,légét1_1,gaañu bu wer am tërgën,Cicatrice,nom,sa léget bi rey na,Ta cicatrice est grande.
lëgët1,lëgët,ləgət,turu bokkaale,b-,lëgët1_1,gaañu bu wer am tërgën,Cicatrice,nom,sa léget bi rey na,Ta cicatrice est grande.
lëggéey1,lëggéey,ləgge:y,turu bokkaale,b-,lëggéey1_1,def dara,Travail,nom,lëggéey bi dafa métti,Le travail est dur.
léj1,léj,lec,waxe-nekkin,,léj1_1,lu jaxaso,Être embrouillé,verbe,boom bi dafa léj,Le fil s'est embrouillé.
lëj1,lëj,ləj',waxe-nekkin,,lëj1_1,lu jaxaso,Être embrouillé,verbe,boom bi dafa léj,Le fil s'est embrouillé.
léjle1,léjle,lejlɛ,waxe-nekkin,,léjle1_1,ku la dul may jam,Etre agaçant,verbe,sa doom bi dafa léjle,Ton fils est agaçant.
lekat1,lekat,lɛkɐt,turu bokkaale,g-,lekat1_1,mbaytéef mu doom ba ndab lay doon,Calebasse,nom,soow baa ngi si lekat bi,Le lait est dans la calebasse.
leket1,leket,lɛkɛt,turu bokkaale,g-,leket1_1,mbaytéef mu doom ba ndab lay doon,Calebasse,nom,soow baa ngi si lekat bi,Le lait est dans la calebasse.
lekk1,lekk,lɛkʰ,waxe-jëfin,,lekk1_1,dugal ñam ci biir mu jaar ci gémmiñ,Manger,verbe,mi ngiy lekk ceeb,Il est en train de manger du riz.
lekk1,lekk,lɛkʰ,turu bokkaale,g-,lekk1_1,ñam bu nuy dugal si biir,Aliment,nom,lekk gi baaxul,L'aliment n'est pas bon.
lëkk1,lëkk,ləkʰ,waxe-jëfin,,lëkk1_1,muuroo ser,Se couvrir d'une pagne,verbe,,
lëkkaay1,lëkkaay,ləkka:y,waxe-jëfin,,lëkkaay1_1,laxaso ser ci baat,Mettre un pagne noué autour du cou,verbe,dafay lëkkaay bes bu ne,Il met toujours un pagne noué autour du cou.
lëkkale1,lëkkale,ləkkɐlɛ,waxe-jëfin,,lëkkale1_1,boole ñaar,Jumeler,verbe,dafa lëkkale ñaari xew yi,Il a jumelé les deux cérémonies.
lëkkaleku1,lëkkaleku,ləkkɐlɛku,waxe-nekkin,,lëkkaleku1_1,ku beg,Être épanoui,verbe,Tey moom da nga lëkkaleku,Aujourd'hui vraiment tu es épanoui.
lëkkoo1,lëkkoo,ləkkɔ:,turu bokkaale,b-,lëkkoo1_1,fu am deggoo,Entente,nom,lëkkoo bi am ci ñaar ñii dafa yag,L'entente qui existe entre ces deux-là a duré.
lël1,lël,ləl,turu bokkaale,b-,lël1_1,,Sac,nom,,
lelli1,lelli,lɛlli,waxe-jëfin,,lelli1_1,,Enlever la couche superficielle,verbe,lelli na tamaate bi,Elle a enlevé la couche superficielle de la tomate.
lëlu1,lëlu,ləlu,waxe-jëfin,,lëlu1_1,nekk cib lël,Entrer en retraite,verbe,dafa lëlu kenn mënu ko gis,Il est entré en retraite personne ne peut le voir.
lem1,lem,lɛm,waxe-jëfin,,lem1_1,,Plier,verbe,dina lem yëre yi,Je plierai les habits
lem1,lem,lɛm,turu bokkaale,j-,lem1_1,ñam wu yamb defar,Miel,nom,kuy jaay lem ji,Qui vend ce miel.
lëm1,lëm,ləm,turu bokkaale,m-,lëm1_1,paxum garab gu mag,Creux dans le tronc d'un arbre,nom,jaan ji dafa duggu ci lëm mi,Le serpent est entré dans le creux d'un tronc d'arbre.
lëmb1,lëmb,ləmbə,waxe-nekkin,,lëmb1_1,lu lemu,Fléchir,verbe,"lu ngelaw tuut, tuut, mu lëmb",Au moindre vent il fléchit.
lëmbaaje1,lëmbaaje,ləmba:jɛ,waxe-jëfin,,lëmbaaje1_1,jaxase,Rendre une eau trouble,verbe,xar yi ñoo ko lëmbaaje,Les moutons ont rendu l'eau trouble.
lëmbe1,lëmbe,ləmbɛ,waxe-jëfin,,lëmbe1_1,,Troubler,verbe,,
lëmës1,lëmës,ləməs,waxe-jëfin,,lëmës1_1,fab dara talañ ko,Envelopper,verbe,dafa ko lëmës ci kayit,Il l'a enveloppé dans du papier.
lem-lem1,lem-lem,lɛmlɛm,turu bokkaale,b-,lem-lem1_1,,Pli,nom,sa yëre bi bari na lem-lem,Ton habit a beaucoup de plis.
lëmm1,lëmm,ləmm,waxe-nekkin,,lëmm1_1,lunu dagul,Être entier,verbe,xar lumm la indi,Il a amené un mouton entier.
léñ1,léñ,leɲ,waxe-nekkin,,léñ1_1,jaxase,Mettre en désorde,verbe,dafa léñ neeg bi,Il a mis la chambre en désorde.
lënbët1,lënbët,lənbət,waxe-jëfin,,lënbët1_1,seet dara di lëñ-lëñi,Fouiner,verbe,dafa sawar lënbët samay mbir,Il aime fouiner dans mes affaires.
lëñbët1,lëñbët,ləɲbət',waxe-jëfin,,lëñbët1_1,seet dara,Fouiner,verbe,,
lënd1,lënd,ləndə,turu bokkaale,w-,lënd1_1,wëñi jargoñ,Toile d'areignée,nom,sama néeg dafa am ay lënd,Il y a des toiles d'areignée dans ma chambre
lëndëm1,lëndëm,ləndəm,turu bokkaale,g-,lëndëm1_1,ñàkkug feeñ,Obscurité,nom,mi ngi tëdd si lëndëm gi,Il est couché dans l'obscurité.
leneen1,leneen,lɛnɛ:n,,,leneen1_1,,,,,
lëng1,lëng,ləngə,turu bokkaale,g-,lëng1_1,xeetu garab,Vitex doniana,nom,sunu kër am na ab lëng,Il y un vitex doniana chez nous.
lëng1,lëng,ləng,waxe-jëfin,,lëng1_1,fab loxo teg si mbag,Passer le bras par dessus les épaules d'une personne,verbe,dafa lëng jabar ji,il a passé le bras par dessus les épaules de sa femme.
lëngante1,lëngante,ləngantɛ,waxe-jëfin,,lëngante1_1,teggante loxo si mbag,Se tenir par les épaules,verbe,jëkkër ak jabar ñi ngi lëngante,Mari et femme se tiennent par les épaules.
lenge1,lenge,lɛngɛ,turu bokkaale,b-,lenge1_1,bant buy njulli di yor,Baguette des circoncis,nom,ay lenge la doon wutti,J'étais parti chercher des baguettes.
lenge1,lenge,lɛngɛ,turu bokkaale,b-,lenge1_1,lu ñuy xëcce dara,Grue,nom,lenge bi dëgërul,La grue n'est pas puissante.
lenge1,lenge,lɛngɛ,waxe-jëfin,,lenge1_1,yëkkati dara ak lenge,Soulever à l'aide d'une grue,verbe,wotoom bi lanu lenge,C'est sa voiture qu'on a soulevé à l'aide d'une grue.
lëngoo1,lëngoo,ləngɔ:,waxe-jëfin,,lëngoo1_1,teggante loxo si mbag,Se tenir par les épaules,verbe,jëkkër ak jabar ñi ngi lëngoo,Mari et femme se tiennent par les épaules.
lenn1,lenn,lɛnn,turu bokkaale,l-,lenn1_1,,Certaine chose,nom,lenn yi jarul wax,Certaines choses ne méritent pas d'être dites.
lenqali1,lenqali,lɛnqɐli,waxe-jëfin,,lenqali1_1,raxasaat ndab luñu raxasoon,Rincer,verbe,mi ngi lenqali ndab yi,Elle est en train de rincer les assiettes.
lenqaliku1,lenqaliku,lɛnqɐliku,waxe-jëfin,,lenqaliku1_1,,Se rincer,verbe,damay lenqaliku,je me rince
lenqe1,lenqe,lɛnqɛ,waxe-nekkin,,lenqe1_1,bu le jege,Être proche,verbe,sama mbokk lenqe la,C'est un parent proche.
lënt1,lënt,lənt',waxe-nekkin,,lënt1_1,lu la leerul,Être illogique,verbe,sa wax ji am na lu ci lënt,Il y a quelque chose d'incohérent dans tes propos.
lëntu1,lëntu,ləntu,waxe-jëfin,,lëntu1_1,seet dara di lëñ-lëñi,Fouiner,verbe,dafa sawar lëntu samay mbir,Il aime fouiner dans mes affaires.
lëppaa-lëpp1,lëppaa-lëpp,ləppa:ləpʰ,turu bokkaale,b-,lëppaa-lëpp1_1,,Papillon,nom,samkatu lëppaa-lëpp,C'est un chasseur de papillons.
leran1,leran,lɛrɐn,turu bokkaale,g-,leran1_1,,Nicotine,nom,leeran gi lay jëffandikoo,Il utilise de la nicotine.
leraw1,leraw,lɛrɐw,turu bokkaale,b-,leraw1_1,xeetu jën,Lamantin,nom,ay leraw la demoon xooli,J'étais parti voir des lamantins.
leraw1,leraw,lɛrɐw,turu bokkaale,g-,leraw1_1,xeetu yar,Cravache,nom,leraw gi sew na,La cravache est mince.
lerax1,lerax,lɛrɐx,waxe-nekkin,,lerax1_1,lu leer,Reluire,verbe,ndab la ngi lerax,l'assiette reluit.
lërén1,lërén,ləren,turu bokkaale,b-,lërén1_1,xeetu meew,Colostrum,nom,liir dafa wara nàmp lërén,L'enfant doit téter le colostrum.
leru1,leru,lɛru,waxe-jëfin,,leru1_1,du jaar si digg ba,Marcher le long de,verbe,yoon wi dafa am ndox mo tax muy leru tàlli bi,Il y a de l'eau c'est pour celà qu'il marche le long de la route butimée.
létt1,létt,let',waxe-jëfin,,létt1_1,,Faire des tresses,verbe,dafay létt moo tax mu am xaalis,Elle fait des trésses c'est pour cela elle a de l'argent.
létt1,létt,let',turu bokkaale,b-,létt1_1,,Tresse,nom,sa létt yi rafet nanu,Tes tresses sont jolies.
léttu1,léttu,lettu,waxe-nekkin,,léttu1_1,,Se faire des tresse,verbe,dafa dem léttu,Elle est partie se faire des tresses.
lew1,lew,lɛw,waxe-nekkin,,lew1_1,loo moom,Être obtenu loyalement,verbe,alalam dafa lew,Sa fortune est obtenu loyalement.
lew1,lew,lɛw,turu bokkaale,w-,lew1_1,suuf su ñuy bey,Parcelle de terre à cultiver,nom,am na ay lew,J'ai des parcelles de terre à cultiver.
lewal1,lewal,lɛwɐl,waxe-jëfin,,lewal1_1,def dara mu dagan,Légitimer,verbe,munu lo lewal li nga def,Tu ne peux pas légitimer ce que tu as fait.
lewet1,lewet,lɛwɛt,waxe-nekkin,,lewet1_1,lu saful,Fade,adjecti qualificatif,sa ceeb jën bi dafa lewet,Ton riz au poisson est fade.
lewetaay1,lewetaay,lɛwɛta:y,turu bokkaale,b-,lewetaay1_1,saf lu lewet,Fadeur,nom,lewetaay bi moo tax lekkul,C'est à cause de la fadeur qu'il n'a pas mangé.
lewetal1,lewetal,lɛwɛtɐl,waxe-jëfin,,lewetal1_1,,Rendre doux,verbe,bu bëgge dara day lewetal waxam,S'il veut quelque chose il rend doux ses propos.
lex1,lex,lɛx,turu bokkaale,b-,lex1_1,"mbuus mi ëmb gémméñ, der yi sàng ŋaam",Joue,nom,da ko xosi ci lex,Elle l'a griffé sur la joue.
libbët1,libbët,libbət',waxe-nekkin,,libbët1_1,ndortel wopp,Être un peu mal en point,verbe,tey dama libbët moo tax duma ligéeyi,Aujourd'hui je suis un peu mal en point c'est pour cela j'irai pas au travail.
liccin1,liccin,liccin,turu bokkaale,b-,liccin1_1,xeetu picc,Milan,nom,liccin day lekk cuuc,Le milan mange le poussin.
liddeeku1,liddeeku,liddɛ:ku,waxe-jëfin,,liddeeku1_1,tàwweeku,S'étirer comme de la glaire,verbe,looy liddeeku nii mel ni ku sonnu,Pourquoi t'étires tu comme si tu es fatigué.
liggéey1,liggéey,ligge:y,turu bokkaale,b-,liggéey1_1,def dara,Travail,nom,liggéey bi dafa métti,Le travail est dur.
liggéey1,liggéey,ligge:y,turu bokkaale,,liggéey1_1,def dara,Travailler,verbe,dafay liggéey guddi,Il travaille la nuit.
liibar1,liibar,li:bɐr,turu bokkaale,b-,liibar1_1,teere xam-xam,livre,nom,jox ma liibar bi,Donne moi le livre.
liir1,liir,li:r,turu bokkaale,b-,liir1_1,nit ku juddu bees,Nourisson,nom,liir bi mi ngi jooy,Le nourisson pleure.
liit1,liit,li:t,waxe-jëfin,,liit1_1,ëf ab jumtukaayu po,Jouer d'un instrument à vent comme la flûte,verbe,xale yi ñooy liit,C'est les enfants qui sont enteain de jouer la flûte.
liit1,liit,li:t,turu bokkaale,,liit1_1,jumtukaayu po buñuy ëf,Instrument à vent,nom,dina la jëndal liit,Je t'achéterai un instrument à vent.
liitar1,liitar,li:tɐr,turu bokkaale,b-,liitar1_1,nattukaay ndox,Litre,nom,jaay ma liitar meew,Vends-moi un litre de lait.
lijaasa1,lijaasa,lija:sɐ,turu bokkaale,b-,lijaasa1_1,kayit buy wane ne mokkal nga,Diplôme,nom,am na lijaasa sa daara ju mag ja,Il a un diplôme à l'université.
likke1,likke,likkɛ,waxe-jëfin,,likke1_1,boole tàkk ci benn buum,Attacher ensemble à une même corde,verbe,xaram yi la liike,Il a attaché dans une même corde ses moutons.
lim1,lim,lim,waxe-jëfin,,lim1_1,sàkku xam dayob lu bennu ci waññ,Enumerer,verbe,dafa doon lim ay jabaram,Il énumérait ses femmes.
lim1,lim,lim,turu bokkaale,b-,lim1_1,xam dayo mbir,Enumération,nom,lim bi gudd na,L'énumération est longue.
limboo1,limboo,limbɔ:,waxe-nekkin,,limboo1_1,sol yëre yu xottéeku,Se vêtir de loques,verbe,dafa ndool moo tax muy limboo,Il est pauvre c'est pour cela il s'habille de loques.
limoŋ1,limoŋ,limɔŋ,turu bokkaale,g-,limoŋ1_1,xeetu garab,Citronnier,nom,dafa ji ay limoŋ,Il sème des citrons
